Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	399.999	0.915	0.583
400.000	399.998	1.098	0.146
400.000	399.998	1.038	5.984
400.000	400.001	0.811	5.522
400.000	399.999	0.557	4.765
400.000	400.003	0.706	3.958
400.000	400.001	0.719	3.212
400.000	400.003	0.841	2.684
400.000	400.000	0.820	2.527
400.000	399.998	0.796	2.043
400.000	399.998	0.735	1.552
400.000	399.996	0.830	1.181
400.000	399.999	1.028	0.638
400.000	400.004	1.104	0.289
400.000	400.000	1.158	6.135
400.000	400.005	0.946	5.760
400.000	400.000	0.749	5.073
400.000	400.000	0.570	4.159
400.000	400.001	0.757	3.364
400.000	400.000	0.797	2.536
400.000	400.000	0.851	2.368
400.000	399.997	0.714	2.054
400.000	400.002	0.770	1.676
400.000	399.999	0.739	1.262
400.000	400.002	0.918	0.751
400.000	399.999	1.090	0.312
400.000	399.998	1.139	6.235
400.000	399.999	0.985	5.807
400.000	400.000	0.607	5.132
400.000	400.000	0.607	4.170
400.000	400.000	0.682	3.243
400.000	400.000	0.768	2.761
400.000	399.998	0.800	2.554
400.000	399.998	0.764	1.997
400.000	400.003	0.761	1.601
400.000	399.999	0.723	1.231
400.000	400.003	0.889	0.640
400.000	400.000	1.004	0.305
400.000	400.000	1.105	6.177
400.000	400.001	1.012	5.656
400.000	400.001	0.658	5.043
400.000	400.000	0.621	4.058
400.000	399.998	0.694	3.213
400.000	400.005	0.807	2.810
400.000	399.998	0.842	2.490
400.000	400.000	0.737	2.163
400.000	400.002	0.660	1.717
400.000	399.996	0.866	1.302
400.000	400.001	0.993	0.793
400.000	400.000	1.054	0.437
400.000	399.998	1.113	6.209
400.000	400.002	0.892	5.767
400.000	399.999	0.724	5.010
400.000	399.998	0.533	3.937
400.000	400.000	0.721	3.228
400.000	400.001	0.842	2.721
400.000	400.001	0.813	2.403
400.000	400.000	0.779	1.932
400.000	399.998	0.716	1.603
400.000	400.000	0.834	1.066
400.000	399.998	0.979	0.631
400.000	400.003	1.059	0.183
400.000	399.998	1.047	6.151
400.000	400.001	0.942	5.666
400.000	399.998	0.688	4.979
400.000	400.000	0.550	4.064
400.000	400.002	0.688	3.249
400.000	400.000	0.810	2.700
400.000	400.000	0.844	2.456
400.000	400.000	0.741	2.036
400.000	399.998	0.769	1.623
400.000	400.001	0.760	1.217
400.000	400.001	0.968	0.686
400.000	399.999	1.175	0.341
400.000	400.003	1.050	6.153
400.000	400.001	0.896	5.795
400.000	400.001	0.619	5.122
400.000	400.002	0.439	4.376
400.000	400.001	0.681	3.280
400.000	400.002	0.795	2.673
400.000	400.000	0.840	2.344
400.000	400.001	0.794	2.059
400.000	400.000	0.713	1.675
400.000	400.002	0.744	1.090
400.000	400.002	0.931	0.666
400.000	399.997	1.035	0.276
400.000	399.999	1.062	6.098
400.000	400.000	0.919	5.713
400.000	399.996	0.716	5.218
400.000	400.002	0.567	4.230
400.000	399.999	0.615	3.294
400.000	399.998	0.755	2.789
400.000	400.000	0.825	2.490
400.000	400.002	0.766	2.072
400.000	399.999	0.763	1.650
400.000	400.001	0.674	1.212
400.000	400.001	0.906	0.725
400.000	400.000	1.065	0.388
400.000	400.002	1.118	6.228
400.000	399.999	0.920	5.829
400.000	399.997	0.676	5.115
400.000	399.998	0.594	4.168
400.000	399.997	0.672	3.581
400.000	400.003	0.764	2.910
400.000	399.999	0.923	2.515
400.000	400.000	0.837	2.138
400.000	399.996	0.794	1.831
400.000	400.000	0.778	1.336
400.000	399.999	0.821	0.867
400.000	400.000	1.056	0.440
400.000	400.004	1.205	0.068
400.000	399.998	1.023	5.854
400.000	400.000	0.714	5.239
400.000	399.999	0.617	4.186
400.000	399.998	0.664	3.330
400.000	400.000	0.870	2.734
400.000	399.999	0.823	2.460
400.000	400.005	0.808	2.090
400.000	399.998	0.776	1.640
400.000	400.003	0.851	1.157
400.000	399.997	0.928	0.651
400.000	400.000	1.144	0.310
400.000	399.999	1.110	6.189
400.000	400.001	1.004	5.802
400.000	400.002	0.758	5.365
400.000	400.000	0.623	4.309
400.000	399.999	0.730	3.397
400.000	400.001	0.872	2.827
400.000	399.997	0.805	2.398
400.000	399.998	0.744	2.223
400.000	400.000	0.825	1.730
400.000	400.000	0.770	1.189
400.000	399.999	0.857	0.684
400.000	400.002	1.068	0.327
400.000	399.997	1.061	6.172
400.000	400.005	0.948	5.746
400.000	399.999	0.645	5.025
400.000	399.999	0.642	4.099
400.000	399.999	0.778	3.205
400.000	400.002	0.023	0.369
400.000	399.999	0.864	2.497
400.000	399.997	0.810	2.091
400.000	400.001	0.730	1.774
400.000	399.997	0.715	1.364
400.000	399.996	0.917	0.906
400.000	400.002	1.017	0.421
400.000	399.999	1.112	0.029
400.000	400.002	1.100	5.866
400.000	400.000	0.831	5.537
400.000	399.996	0.592	4.791
400.000	400.002	0.626	3.823
400.000	399.998	0.636	3.213
400.000	400.003	0.823	2.871
400.000	400.005	0.859	2.379
400.000	399.999	0.755	2.060
400.000	399.997	0.656	1.794
400.000	399.997	0.829	1.140
400.000	400.001	0.913	0.631
400.000	400.002	1.127	0.235
400.000	400.000	1.034	6.161
400.000	400.003	0.912	5.804
400.000	399.998	0.633	5.076
400.000	400.000	0.575	4.068
400.000	400.003	0.706	3.230
400.000	399.998	0.729	2.797
400.000	399.999	0.845	2.351
400.000	400.003	0.810	2.065
400.000	399.998	0.725	1.761
400.000	400.000	0.802	1.153
400.000	400.000	0.964	0.706
400.000	399.997	1.088	0.176
400.000	400.000	1.176	6.174
400.000	400.000	0.948	5.656
400.000	399.998	0.643	5.038
400.000	400.002	0.576	4.054
400.000	399.998	0.668	3.087
400.000	399.998	0.798	2.672
400.000	400.002	0.847	2.340
400.000	400.003	0.764	2.079
400.000	400.001	0.678	1.607
400.000	400.004	0.672	1.186
400.000	399.998	0.888	0.802
400.000	400.004	1.052	0.263
400.000	399.998	1.089	6.166
400.000	399.999	0.980	5.775
400.000	400.003	0.682	5.016
400.000	400.000	0.523	4.288
400.000	399.999	0.653	3.328
400.000	400.000	0.833	2.837
400.000	400.002	0.869	2.437
400.000	400.002	0.715	1.954
400.000	400.003	0.709	1.518
400.000	399.997	0.770	1.039
400.000	400.001	1.005	0.528
400.000	400.000	0.993	0.120
400.000	400.002	1.100	6.137
400.000	399.997	0.814	5.579
400.000	399.999	0.659	4.689
400.000	399.997	0.565	3.775
400.000	399.998	0.712	3.124
400.000	400.001	0.860	2.613
400.000	399.999	0.805	2.325
400.000	400.001	0.736	1.868
400.000	400.003	0.670	1.378
400.000	400.001	0.737	0.898
400.000	400.000	0.963	0.526
400.000	399.998	1.119	0.141
400.000	399.999	1.088	6.040
400.000	400.000	0.870	5.672
400.000	400.000	0.584	5.020
400.000	400.003	0.586	3.811
400.000	400.000	0.693	3.094
400.000	399.999	0.863	2.644
400.000	399.999	0.805	2.369
400.000	400.000	0.703	1.980
400.000	400.002	0.669	1.640
400.000	399.999	0.779	0.992
400.000	400.001	0.935	0.572
400.000	400.001	1.072	0.214
400.000	400.002	1.062	6.139
400.000	399.999	0.921	5.597
400.000	399.999	0.602	4.950
400.000	399.998	0.597	4.019
400.000	400.002	0.682	3.144
400.000	400.002	0.842	2.718
400.000	399.998	0.854	2.296
400.000	400.001	0.824	2.144
400.000	400.001	0.718	1.657
400.000	400.003	0.796	0.955
400.000	399.999	0.950	0.559
400.000	399.998	1.060	0.177
400.000	400.005	1.194	6.124
400.000	400.003	0.909	5.652
400.000	399.998	0.607	5.078
400.000	399.999	0.561	4.298
400.000	400.001	0.580	3.308
400.000	399.996	0.853	2.814
400.000	399.999	0.834	2.299
400.000	399.999	0.790	2.026
400.000	399.998	0.775	1.482
400.000	400.000	0.712	1.126
400.000	400.001	0.996	0.596
400.000	400.003	1.131	0.171
400.000	400.001	1.106	6.130
400.000	400.002	0.949	5.719
400.000	400.000	0.663	5.041
400.000	400.000	0.601	4.146
400.000	400.001	0.681	3.309
400.000	399.999	0.780	2.709
400.000	400.000	0.906	2.273
400.000	400.003	0.828	2.085
400.000	399.998	0.732	1.721
400.000	399.999	0.784	1.150
400.000	400.000	0.849	0.648
400.000	399.999	1.013	0.335
400.000	399.999	1.154	0.091
400.000	399.999	1.125	5.876
400.000	399.998	0.881	5.499
400.000	400.001	0.677	4.704
400.000	399.999	0.673	3.804
400.000	400.002	0.730	3.023
400.000	400.001	0.882	2.601
400.000	400.004	0.863	2.370
400.000	400.000	0.735	1.916
400.000	399.998	0.757	1.397
400.000	400.002	0.817	0.896
400.000	400.003	1.010	0.450
400.000	400.000	1.187	0.139
400.000	400.000	1.066	5.998
400.000	400.001	0.818	5.436
400.000	400.000	0.506	4.685
400.000	400.000	0.606	3.693
400.000	400.000	0.755	3.038
400.000	399.996	0.842	2.641
400.000	400.000	0.769	2.208
400.000	400.000	0.752	1.921
400.000	400.004	0.710	1.447
400.000	399.998	0.868	0.887
400.000	399.998	1.039	0.473
400.000	399.999	1.074	0.074
400.000	400.000	1.129	5.963
400.000	399.998	0.860	5.416
400.000	399.999	0.657	4.804
400.000	400.001	0.607	3.933
400.000	400.003	0.759	3.091
400.000	400.001	0.815	2.633
400.000	400.001	0.850	2.274
400.000	400.003	0.741	1.931
400.000	400.000	0.801	1.709
400.000	399.997	0.761	0.958
400.000	399.999	0.976	0.533
400.000	400.000	1.177	0.188
400.000	400.003	1.124	6.174
400.000	399.999	0.877	5.575
400.000	400.001	0.633	4.903
400.000	399.997	0.526	3.872
400.000	400.001	0.703	3.209
400.000	400.000	0.861	2.669
400.000	399.997	0.918	2.277
400.000	399.999	0.885	1.981
400.000	400.000	0.839	1.520
400.000	399.999	0.817	1.073
400.000	400.001	0.919	0.543
400.000	400.002	1.166	0.177
400.000	400.003	1.131	6.241
400.000	399.999	0.976	5.622
400.000	399.999	0.659	4.916
400.000	400.001	0.489	4.184
400.000	400.000	0.691	3.350
400.000	399.999	0.837	2.933
400.000	399.998	0.830	2.442
400.000	400.001	0.747	2.044
400.000	399.996	0.783	1.592
400.000	399.999	0.864	1.039
400.000	400.001	1.073	0.398
400.000	400.003	1.112	0.041
400.000	399.999	1.078	5.979
400.000	399.998	0.801	5.529
400.000	400.000	0.515	4.695
400.000	399.998	0.529	3.648
400.000	400.002	0.736	2.991
400.000	400.004	0.876	2.662
400.000	399.999	0.785	2.298
400.000	399.999	0.724	1.808
400.000	399.999	0.778	1.260
400.000	400.002	0.914	0.699
400.000	400.002	1.076	0.404
400.000	399.999	1.149	0.059
400.000	400.001	1.089	6.031
400.000	400.000	0.851	5.687
400.000	400.003	0.630	4.844
400.000	399.999	0.558	3.976
400.000	399.999	0.602	3.005
400.000	399.999	0.811	2.557
400.000	400.001	0.768	2.196
400.000	400.000	0.843	1.900
400.000	400.000	0.703	1.383
400.000	399.999	0.782	1.081
400.000	400.000	0.978	0.472
400.000	400.001	1.151	0.131
400.000	399.997	1.163	6.062
400.000	399.998	0.896	5.587
400.000	400.001	0.633	4.769
400.000	399.998	0.572	3.855
400.000	400.002	0.650	2.979
400.000	399.999	0.727	2.594
400.000	399.998	0.793	2.244
400.000	400.003	0.785	1.892
400.000	400.001	0.763	1.466
400.000	400.002	0.802	0.942
400.000	400.004	0.995	0.503
400.000	399.999	1.101	0.151
400.000	399.997	1.084	6.034
400.000	400.002	0.910	5.548
400.000	399.997	0.624	4.939
400.000	400.002	0.548	3.938
400.000	399.999	0.690	3.155
400.000	400.005	0.706	2.621
400.000	400.000	0.798	2.306
400.000	399.995	0.778	1.922
400.000	399.999	0.754	1.436
400.000	400.000	0.826	0.821
400.000	400.002	0.937	0.446
400.000	400.003	1.102	0.080
400.000	400.003	1.076	5.937
400.000	400.003	0.917	5.507
400.000	399.999	0.597	4.621
400.000	399.999	0.622	3.640
400.000	400.001	0.699	3.038
400.000	400.000	0.819	2.568
400.000	400.002	0.783	2.316
400.000	399.997	0.779	1.883
400.000	400.000	0.731	1.398
400.000	399.999	0.841	0.955
400.000	400.002	1.039	0.412
400.000	399.997	1.074	0.090
400.000	400.000	1.037	6.009
400.000	399.997	0.841	5.546
400.000	400.000	0.695	4.805
400.000	399.999	0.577	3.953
400.000	399.998	0.752	3.046
400.000	400.003	0.788	2.544
400.000	399.999	0.753	2.275
400.000	400.003	0.642	1.854
400.000	400.000	0.710	1.309
400.000	399.999	0.822	0.835
400.000	399.997	0.967	0.488
400.000	400.000	1.042	0.086
400.000	400.001	1.051	6.009
400.000	400.000	0.823	5.546
400.000	399.999	0.738	4.792
400.000	400.000	0.589	3.810
400.000	400.002	0.770	3.023
400.000	400.000	0.859	2.702
400.000	399.998	0.774	2.175
400.000	399.999	0.757	1.872
400.000	399.997	0.800	1.318
400.000	400.000	0.850	0.863
400.000	400.005	1.066	0.614
400.000	399.999	1.122	0.131
400.000	399.999	1.163	6.010
400.000	400.004	0.932	5.664
400.000	399.998	0.765	4.935
400.000	400.001	0.587	4.061
400.000	400.002	0.587	3.331
400.000	400.003	0.821	2.812
400.000	400.000	0.770	2.505
400.000	399.998	0.811	2.287
400.000	399.997	0.763	1.821
400.000	400.000	0.735	1.363
400.000	400.003	0.862	0.822
400.000	399.999	0.901	0.547
400.000	399.998	1.083	0.266
400.000	400.002	1.167	6.099
400.000	400.000	0.892	5.721
400.000	400.003	0.735	5.192
400.000	399.999	0.634	4.191
400.000	399.999	0.702	3.166
400.000	399.998	0.857	2.687
400.000	400.000	0.771	2.393
400.000	399.999	0.728	1.981
400.000	400.000	0.810	1.638
400.000	399.998	0.831	1.022
400.000	399.999	0.924	0.525
400.000	399.997	1.107	0.154
400.000	400.001	1.009	6.123
400.000	399.998	1.007	5.777
400.000	400.001	0.717	5.141
400.000	399.999	0.444	4.090
400.000	400.000	0.674	3.389
400.000	400.002	0.776	2.687
400.000	400.001	0.810	2.335
400.000	400.000	0.737	2.028
400.000	399.999	0.691	1.696
400.000	399.999	0.786	1.060
400.000	399.998	0.935	0.623
400.000	400.001	1.161	0.080
400.000	400.001	1.108	5.980
400.000	400.002	0.808	5.389
400.000	400.000	0.636	4.915
400.000	400.001	0.508	3.905
400.000	400.000	0.601	3.055
400.000	399.997	0.763	2.619
400.000	400.000	0.932	2.408
400.000	400.002	0.807	2.005
400.000	400.000	0.717	1.655
400.000	399.995	0.726	0.903
400.000	399.999	0.949	0.652
400.000	399.999	1.058	0.162
400.000	400.002	1.127	6.151
400.000	399.998	0.932	5.745
400.000	400.001	0.712	5.220
400.000	400.001	0.465	4.400
400.000	400.001	0.694	3.344
400.000	400.002	0.803	2.872
400.000	400.003	0.802	2.412
400.000	399.999	0.767	2.209
400.000	400.002	0.700	1.775
400.000	400.000	0.704	1.231
400.000	400.000	0.988	0.820
400.000	399.999	1.111	0.308
400.000	399.997	1.136	0.027
400.000	400.001	1.032	5.945
400.000	399.998	0.701	5.280
400.000	400.000	0.602	4.415
400.000	399.997	0.651	3.439
400.000	400.000	0.717	2.912
400.000	400.001	0.838	2.488
400.000	399.999	0.858	2.207
400.000	400.002	0.729	1.852
400.000	399.997	0.791	1.186
400.000	400.005	0.867	0.687
400.000	400.003	1.072	0.382
400.000	399.999	1.203	0.002
400.000	400.000	1.035	5.881
400.000	399.999	0.838	5.418
400.000	399.998	0.639	4.839
400.000	399.999	0.522	4.051
400.000	399.997	0.646	3.144
400.000	400.001	0.710	2.691
400.000	399.997	0.795	2.469
400.000	400.002	0.854	2.129
400.000	400.000	0.780	1.776
400.000	400.001	0.784	1.262
400.000	400.000	0.907	0.804
400.000	399.997	1.097	0.329
400.000	400.001	1.091	6.265
400.000	399.999	1.106	6.005
400.000	399.998	0.715	5.148
400.000	399.998	0.513	4.225
400.000	400.002	0.575	3.567
400.000	400.001	0.735	3.052
400.000	400.000	0.872	2.643
400.000	399.999	0.830	2.215
400.000	400.000	0.718	1.868
400.000	399.999	0.811	1.290
400.000	400.003	0.838	0.735
400.000	400.001	1.035	0.407
400.000	400.002	1.200	0.094
400.000	399.999	1.051	6.001
400.000	399.998	0.856	5.556
400.000	399.998	0.517	4.819
400.000	400.000	0.584	3.744
400.000	400.003	0.717	3.035
400.000	400.000	0.843	2.636
400.000	400.003	0.769	2.100
400.000	400.002	0.724	1.823
400.000	400.003	0.755	1.446
400.000	400.001	0.781	0.873
400.000	400.002	1.074	0.550
400.000	399.997	1.060	0.171
400.000	400.004	1.084	6.048
400.000	400.004	1.001	5.734
400.000	400.001	0.783	5.121
400.000	399.996	0.669	3.825
400.000	400.000	0.763	3.026
400.000	400.000	0.837	2.622
400.000	400.004	0.819	2.309
400.000	400.003	0.715	1.862
400.000	400.002	0.731	1.365
400.000	399.998	0.780	0.925
400.000	400.002	1.020	0.431
400.000	399.998	1.154	0.023
400.000	400.003	1.127	5.967
400.000	400.000	0.900	5.511
400.000	400.000	0.685	4.729
400.000	399.999	0.561	3.792
400.000	400.002	0.726	3.063
400.000	399.999	0.870	2.562
400.000	399.999	0.813	2.236
400.000	400.003	0.817	1.929
400.000	399.998	0.789	1.372
400.000	399.999	0.838	0.857
400.000	400.002	0.999	0.442
400.000	400.001	1.104	0.155
400.000	400.001	0.985	5.986
400.000	399.998	0.806	5.522
400.000	400.000	0.625	4.798
400.000	399.999	0.716	3.763
400.000	400.002	0.655	3.088
400.000	400.001	0.805	2.592
400.000	399.997	0.829	2.344
400.000	399.998	0.756	2.042
400.000	399.997	0.744	1.618
400.000	399.998	0.765	0.993
400.000	400.005	0.967	0.444
400.000	400.001	1.062	0.099
400.000	399.998	1.119	5.935
400.000	399.996	0.871	5.478
400.000	399.997	0.579	4.745
400.000	399.999	0.550	3.841
400.000	400.004	0.642	3.222
400.000	400.003	0.789	2.594
400.000	399.999	0.771	2.342
400.000	400.002	0.821	1.819
400.000	400.001	0.741	1.411
400.000	399.999	0.835	0.884
400.000	399.999	1.011	0.488
400.000	400.000	1.027	0.149
400.000	399.999	1.062	6.018
400.000	399.995	0.871	5.707
400.000	400.002	0.611	4.932
400.000	400.002	0.525	3.836
400.000	400.001	0.723	2.912
400.000	400.000	0.832	2.460
400.000	400.000	0.847	2.145
400.000	400.000	0.818	1.884
400.000	399.998	0.726	1.493
400.000	399.998	0.842	1.076
400.000	400.000	1.073	0.633
400.000	399.998	1.070	0.348
400.000	399.999	1.158	6.166
400.000	400.001	0.963	5.840
400.000	400.001	0.772	5.266
400.000	399.997	0.479	4.577
400.000	400.001	0.637	3.664
400.000	400.000	0.830	3.072
400.000	400.000	0.807	2.588
400.000	399.999	0.746	2.208
400.000	399.997	0.809	1.693
400.000	400.001	0.755	1.294
400.000	400.000	0.888	0.789
400.000	399.999	1.063	0.379
400.000	400.001	1.210	6.261
400.000	399.996	1.048	6.098
400.000	400.003	0.829	5.498
400.000	400.000	0.623	4.673
400.000	400.000	0.550	3.812
400.000	399.999	0.750	2.758
400.000	399.999	0.798	2.561
400.000	400.000	0.775	2.169
400.000	400.001	0.732	1.825
400.000	400.001	0.793	1.242
400.000	400.000	0.909	0.746
400.000	400.001	1.105	0.465
400.000	400.002	1.188	0.073
400.000	399.998	1.026	5.974
400.000	400.003	0.871	5.434
400.000	400.000	0.562	4.748
400.000	400.004	0.541	3.694
400.000	399.998	0.729	3.124
400.000	399.997	0.736	2.660
400.000	399.998	0.799	2.345
400.000	400.001	0.797	1.975
400.000	400.000	0.753	1.606
400.000	399.995	0.767	1.120
400.000	400.002	0.983	0.654
400.000	400.001	1.044	0.306
400.000	399.998	1.102	6.215
400.000	399.999	0.939	5.640
400.000	399.998	0.619	5.041
400.000	399.998	0.543	4.092
400.000	399.998	0.666	3.362
400.000	400.000	0.806	2.533
400.000	399.999	0.836	2.132
400.000	399.999	0.718	1.821
400.000	400.003	0.734	1.331
400.000	400.004	0.873	0.641
400.000	399.999	1.007	0.344
400.000	399.996	1.100	6.209
400.000	400.002	0.944	5.748
400.000	399.999	0.795	5.433
400.000	399.999	0.569	4.672
400.000	400.002	0.481	3.672
400.000	400.003	0.643	3.172
400.000	399.999	0.816	2.679
400.000	400.000	0.801	2.385
400.000	399.998	0.697	2.041
400.000	400.001	0.748	1.500
400.000	400.002	0.833	0.954
400.000	400.003	1.053	0.537
400.000	399.999	1.070	0.154
400.000	400.001	1.084	5.978
400.000	400.002	0.839	5.558
400.000	400.001	0.664	4.976
400.000	400.001	0.507	4.003
400.000	400.001	0.667	3.179
400.000	400.002	0.881	2.656
400.000	399.997	0.804	2.429
400.000	400.001	0.795	1.941
400.000	400.000	0.741	1.393
400.000	400.001	0.861	0.946
400.000	399.998	0.974	0.480
400.000	400.001	1.154	0.216
400.000	400.003	1.061	6.134
400.000	399.999	0.878	5.612
400.000	399.997	0.538	4.814
400.000	400.000	0.557	4.032
400.000	400.000	0.661	3.159
400.000	399.997	0.741	2.665
400.000	400.000	0.823	2.384
400.000	399.999	0.686	2.015
400.000	400.001	0.778	1.401
400.000	399.998	0.808	0.965
400.000	400.000	0.964	0.480
400.000	399.999	1.123	0.089
400.000	400.001	1.098	6.037
400.000	399.997	0.809	5.494
400.000	400.002	0.554	4.960
400.000	400.002	0.453	3.917
400.000	400.000	0.678	3.210
400.000	399.999	0.760	2.660
400.000	400.000	0.807	2.300
400.000	399.998	0.741	1.904
400.000	400.001	0.692	1.355
400.000	400.001	0.828	0.993
400.000	400.004	0.929	0.477
400.000	400.001	1.084	0.153
400.000	399.999	1.119	6.112
400.000	400.000	0.884	5.732
400.000	400.002	0.657	5.052
400.000	399.998	0.593	4.088
400.000	399.998	0.665	3.259
400.000	400.005	0.722	2.619
400.000	399.995	0.775	2.468
400.000	400.003	0.825	2.121
400.000	400.002	0.632	1.504
400.000	400.001	0.883	1.022
400.000	400.001	0.876	0.662
400.000	399.997	1.085	0.407
400.000	400.000	1.059	0.117
400.000	399.998	1.077	6.144
400.000	400.001	0.863	5.475
400.000	399.997	0.621	5.083
400.000	399.998	0.442	4.245
400.000	399.997	0.578	3.282
400.000	399.999	0.691	2.788
400.000	399.997	0.673	2.192
400.000	400.001	0.812	1.998
400.000	399.998	0.807	1.578
400.000	399.999	0.842	0.996
400.000	399.998	0.926	0.627
400.000	399.998	1.097	0.332
400.000	400.004	1.124	6.162
400.000	400.003	0.969	5.727
400.000	399.999	0.708	5.269
400.000	399.998	0.494	4.314
400.000	399.998	0.611	3.353
400.000	399.999	0.765	2.777
400.000	400.002	0.837	2.326
400.000	399.998	0.794	2.120
400.000	400.001	0.723	1.796
400.000	400.002	0.757	1.212
400.000	399.999	0.896	0.684
400.000	399.998	1.043	0.259
400.000	399.998	1.129	6.206
400.000	400.000	0.965	5.777
400.000	399.998	0.659	5.169
400.000	400.002	0.503	4.468
400.000	400.003	0.630	3.506
400.000	400.000	0.725	2.863
400.000	400.000	0.863	2.398
400.000	400.002	0.780	1.862
400.000	400.001	0.734	1.466
400.000	400.000	0.821	1.014
400.000	400.000	1.005	0.540
400.000	400.000	1.125	0.187
400.000	400.001	1.126	6.126
400.000	400.000	0.953	5.740
400.000	400.001	0.583	5.134
400.000	399.998	0.535	4.198
400.000	400.002	0.632	3.275
400.000	400.001	0.766	2.772
400.000	400.001	0.863	2.475
400.000	400.002	0.798	2.114
400.000	399.996	0.705	1.734
400.000	400.001	0.807	1.155
400.000	400.003	0.920	0.651
400.000	399.998	1.090	0.140
400.000	399.999	1.110	6.174
400.000	400.002	0.987	5.794
400.000	400.002	0.741	5.249
400.000	400.001	0.547	4.448
400.000	399.997	0.600	3.500
400.000	400.001	0.752	2.845
400.000	399.999	0.835	2.400
