Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
198	400.000	0.006	399.997	0.081	3.491	2.655	1783029464.797
199	400.000	-0.055	399.999	0.237	3.339	2.655	1783029465.053
200	400.000	-0.024	399.996	0.036	1.486	2.655	1783029465.283
201	400.000	-0.001	400.002	0.383	0.023	2.655	1783029465.542
202	400.000	0.006	399.998	0.414	6.281	2.655	1783029465.783
203	400.000	-0.017	400.002	0.044	1.267	2.655	1783029466.054
204	400.000	0.005	400.001	0.249	3.158	2.655	1783029466.276
205	400.000	0.038	400.003	0.057	2.208	2.655	1783029466.541
206	400.000	0.008	399.998	0.371	0.280	2.655	1783029466.786
207	400.000	0.024	399.999	0.425	0.078	2.655	1783029467.068
208	400.000	0.030	400.003	0.057	0.640	2.655	1783029467.351
209	400.000	0.014	399.996	0.157	3.257	2.655	1783029467.622
210	400.000	0.002	399.999	0.186	0.371	2.655	1783029467.901
211	400.000	0.017	400.000	0.388	6.079	2.655	1783029468.173
212	400.000	-0.036	399.999	0.172	0.019	2.655	1783029468.398
213	400.000	-0.022	400.000	0.214	3.281	2.655	1783029468.669
214	400.000	-0.051	399.998	0.116	2.444	2.655	1783029468.918
215	400.000	-0.044	400.001	0.226	0.215	2.655	1783029469.183
216	400.000	0.042	399.997	0.386	6.209	2.655	1783029469.442
217	400.000	0.007	400.000	0.136	6.106	2.655	1783029469.714
218	400.000	0.019	400.003	0.202	3.355	2.655	1783029469.971
219	400.000	0.063	400.004	0.129	3.637	2.655	1783029470.229
220	400.000	-0.029	399.998	0.398	6.219	2.655	1783029470.482
221	400.000	-0.006	399.998	0.348	6.065	2.655	1783029470.738
222	400.000	0.043	399.997	0.158	4.027	2.655	1783029470.994
223	400.000	-0.022	399.999	0.332	2.790	2.655	1783029471.227
224	400.000	-0.006	399.999	0.092	3.055	2.655	1783029471.502
225	400.000	0.006	399.998	0.396	0.361	2.655	1783029471.758
226	400.000	-0.117	399.996	0.412	4.877	2.655	1783029472.016
227	400.000	-0.003	400.001	0.029	3.227	2.655	1783029472.288
228	400.000	-0.007	399.998	0.215	2.719	2.655	1783029472.527
229	400.000	-0.009	400.000	0.075	0.274	2.655	1783029472.773
230	400.000	-0.006	400.001	0.325	0.043	2.655	1783029473.019
231	400.000	0.016	400.001	0.287	0.060	2.655	1783029473.266
232	400.000	0.019	399.999	0.113	4.166	2.655	1783029473.535
233	400.000	-0.002	400.001	0.166	3.228	2.655	1783029473.777
234	400.000	-0.005	400.002	0.080	5.807	2.655	1783029474.053
235	400.000	-0.010	399.998	0.351	0.148	2.655	1783029474.283
236	400.000	-0.028	399.997	0.370	6.148	2.655	1783029474.511
237	400.000	0.016	400.001	0.106	3.086	2.655	1783029474.779
238	400.000	-0.029	400.001	0.209	2.942	2.655	1783029475.010
239	400.000	-0.002	400.000	0.053	3.761	2.655	1783029475.274
240	400.000	0.023	400.001	0.295	6.117	2.655	1783029475.520
241	400.000	0.024	399.999	0.382	6.201	2.655	1783029475.797
242	400.000	-0.005	399.996	0.110	2.727	2.655	1783029476.061
243	400.000	-0.040	399.999	0.251	2.668	2.655	1783029476.356
244	400.000	0.003	400.001	0.214	6.068	2.655	1783029476.570
245	400.000	-0.018	400.001	0.390	6.110	2.655	1783029476.848
246	400.000	-0.016	399.998	0.346	6.169	2.655	1783029477.102
247	400.000	0.021	400.001	0.236	3.248	2.655	1783029477.339
248	400.000	0.001	400.004	0.168	3.532	2.655	1783029477.600
249	400.000	-0.012	400.001	0.139	5.626	2.655	1783029477.826
250	400.000	-0.036	400.001	0.383	6.205	2.655	1783029478.099
251	400.000	-0.010	399.999	0.303	6.103	2.655	1783029478.326
252	400.000	0.000	400.001	0.206	3.239	2.655	1783029478.589
253	400.000	0.008	399.999	0.236	3.219	2.655	1783029478.837
254	400.000	0.005	399.998	0.172	5.689	2.655	1783029479.096
255	400.000	0.011	399.999	0.223	5.730	2.655	1783029479.344
256	400.000	-0.060	399.999	0.285	0.012	2.655	1783029479.577
257	400.000	-0.057	400.001	0.193	3.197	2.655	1783029479.849
258	400.000	0.007	399.996	0.299	3.270	2.655	1783029480.066
259	400.000	-0.009	400.002	0.044	6.156	2.655	1783029480.337
260	400.000	-0.027	400.001	0.458	6.242	2.655	1783029480.589
261	400.000	0.027	400.002	0.220	0.092	2.655	1783029480.827
262	400.000	-0.019	400.000	0.276	3.206	2.655	1783029481.101
263	400.000	-0.039	400.001	0.111	2.512	2.655	1783029481.332
264	400.000	0.020	399.999	0.203	0.215	2.655	1783029481.584
265	400.000	0.027	400.000	0.444	6.203	2.655	1783029481.832
266	400.000	0.053	399.998	0.247	6.154	2.655	1783029482.093
