Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
338	100.000	0.034	100.002	7.769	5.483	0.664	1783023405.115
339	100.000	0.025	100.002	7.841	5.676	0.664	1783023405.376
340	100.000	0.052	100.000	6.865	5.889	0.664	1783023405.625
341	100.000	0.051	100.002	5.279	0.018	0.664	1783023405.849
342	100.000	0.034	100.002	3.388	0.517	0.664	1783023406.111
343	100.000	0.010	100.004	4.110	1.553	0.664	1783023406.359
344	100.000	-0.018	99.998	6.043	2.095	0.664	1783023406.628
345	100.000	0.025	99.999	7.585	2.401	0.664	1783023406.884
346	100.000	0.062	100.000	8.083	2.594	0.664	1783023407.178
347	100.000	-0.049	99.999	7.376	2.807	0.664	1783023407.396
348	100.000	0.007	99.998	6.057	3.082	0.664	1783023407.678
349	100.000	-0.007	99.999	4.265	3.735	0.664	1783023407.939
350	100.000	0.002	99.999	4.290	4.609	0.664	1783023408.181
351	100.000	0.013	99.997	5.421	5.116	0.664	1783023408.418
352	100.000	-0.068	100.000	7.187	5.390	0.664	1783023408.669
353	100.000	0.017	99.998	7.649	5.567	0.664	1783023408.926
354	100.000	0.050	99.996	7.466	5.767	0.664	1783023409.166
355	100.000	-0.026	99.999	6.059	6.134	0.664	1783023409.430
356	100.000	0.002	100.000	4.061	0.408	0.664	1783023409.677
357	100.000	-0.002	100.001	3.453	1.232	0.664	1783023409.937
358	100.000	0.012	100.000	5.147	1.971	0.664	1783023410.197
359	100.000	-0.008	99.999	7.130	2.260	0.664	1783023410.495
360	100.000	0.010	100.000	8.284	2.489	0.664	1783023410.720
361	100.000	-0.005	99.997	8.262	2.574	0.664	1783023410.993
362	100.000	-0.017	99.998	6.806	2.874	0.664	1783023411.242
363	100.000	0.004	100.000	5.068	3.314	0.664	1783023411.494
364	100.000	0.010	99.999	3.717	4.019	0.664	1783023411.729
365	100.000	0.007	99.999	4.615	4.895	0.664	1783023411.994
366	100.000	-0.017	100.000	6.157	5.323	0.664	1783023412.234
