Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
302	300.000	0.030	300.000	0.275	1.177	1.991	1783021632.682
303	300.000	-0.041	299.999	0.186	1.373	1.991	1783021632.976
304	300.000	-0.015	300.002	0.114	3.796	1.991	1783021633.202
305	300.000	0.045	300.000	0.035	1.283	1.991	1783021633.466
306	300.000	0.022	300.005	0.111	1.029	1.991	1783021633.713
307	300.000	0.020	299.999	0.061	1.556	1.991	1783021633.987
308	300.000	-0.042	300.002	0.034	6.006	1.991	1783021634.202
309	300.000	0.005	299.998	0.198	1.673	1.991	1783021634.456
310	300.000	-0.061	299.996	0.071	0.584	1.991	1783021634.706
311	300.000	0.023	300.001	0.102	1.315	1.991	1783021634.960
312	300.000	0.011	299.998	0.136	0.846	1.991	1783021635.233
313	300.000	-0.027	299.997	0.026	6.105	1.991	1783021635.462
314	300.000	-0.004	299.996	0.023	2.883	1.991	1783021635.699
315	300.000	-0.009	299.999	0.047	0.021	1.991	1783021635.974
316	300.000	-0.004	299.997	0.181	1.247	1.991	1783021636.194
317	300.000	-0.010	300.000	0.070	2.515	1.991	1783021636.453
318	300.000	-0.043	299.999	0.061	1.213	1.991	1783021636.704
319	300.000	0.056	299.998	0.043	2.696	1.991	1783021636.977
320	300.000	-0.079	300.002	0.034	5.207	1.991	1783021637.206
321	300.000	-0.000	300.003	0.092	1.047	1.991	1783021637.468
322	300.000	-0.060	300.001	0.147	3.185	1.991	1783021637.697
323	300.000	-0.006	300.000	0.100	0.124	1.991	1783021637.971
324	300.000	-0.016	299.999	0.025	1.516	1.991	1783021638.227
325	300.000	-0.007	300.000	0.095	4.276	1.991	1783021638.466
326	300.000	-0.018	300.002	0.057	1.602	1.991	1783021638.722
327	300.000	0.052	299.998	0.101	1.051	1.991	1783021638.952
328	300.000	-0.013	300.002	0.079	0.883	1.991	1783021639.222
329	300.000	-0.023	300.001	0.142	4.199	1.991	1783021639.449
330	300.000	-0.033	300.004	0.157	4.275	1.991	1783021639.712
331	300.000	0.003	300.001	0.227	0.461	1.991	1783021639.962
332	300.000	-0.040	299.997	0.058	0.815	1.991	1783021640.224
333	300.000	0.002	299.995	0.015	2.309	1.991	1783021640.481
334	300.000	0.001	299.999	0.077	0.853	1.991	1783021640.702
335	300.000	-0.050	300.004	0.043	2.344	1.991	1783021640.960
336	300.000	0.029	300.000	0.023	2.411	1.991	1783021641.211
337	300.000	-0.022	300.003	0.141	1.897	1.991	1783021641.486
338	300.000	-0.029	300.000	0.126	3.415	1.991	1783021641.711
339	300.000	-0.057	300.001	0.323	1.403	1.991	1783021641.978
340	300.000	-0.005	300.000	0.191	1.209	1.991	1783021642.217
341	300.000	-0.026	300.001	0.143	1.240	1.991	1783021642.482
342	300.000	-0.021	299.999	0.214	0.707	1.991	1783021642.719
343	300.000	0.019	300.003	0.107	1.634	1.991	1783021642.949
344	300.000	0.054	299.999	0.096	0.523	1.991	1783021643.215
345	300.000	0.027	299.999	0.112	1.575	1.991	1783021643.464
346	300.000	0.007	300.000	0.058	6.188	1.991	1783021643.719
347	300.000	0.051	299.996	0.133	1.583	1.991	1783021643.969
348	300.000	0.046	299.998	0.087	4.391	1.991	1783021644.210
349	300.000	-0.053	300.005	0.030	5.862	1.991	1783021644.472
350	300.000	0.024	299.999	0.184	1.470	1.991	1783021644.700
351	300.000	-0.032	299.996	0.038	3.990	1.991	1783021644.976
352	300.000	0.039	299.999	0.100	4.705	1.991	1783021645.201
353	300.000	-0.001	299.998	0.166	6.108	1.991	1783021645.456
354	300.000	0.061	299.998	0.098	0.753	1.991	1783021645.712
355	300.000	-0.049	300.000	0.093	2.777	1.991	1783021645.985
356	300.000	0.073	300.001	0.130	5.338	1.991	1783021646.273
357	300.000	0.008	299.999	0.074	0.656	1.991	1783021646.540
358	300.000	-0.011	300.000	0.101	1.180	1.991	1783021646.748
359	300.000	-0.041	300.001	0.082	2.327	1.991	1783021647.042
360	300.000	-0.006	299.999	0.035	2.944	1.991	1783021647.274
361	300.000	0.014	299.999	0.062	3.359	1.991	1783021647.536
362	300.000	-0.039	300.000	0.141	0.216	1.991	1783021647.785
363	300.000	0.011	299.998	0.034	1.893	1.991	1783021648.049
364	300.000	0.114	299.999	0.076	1.630	1.991	1783021648.297
365	300.000	-0.053	299.999	0.133	0.165	1.991	1783021648.523
366	300.000	-0.036	300.001	0.162	6.085	1.991	1783021648.782
367	300.000	0.026	299.998	0.064	1.557	1.991	1783021649.030
368	300.000	0.014	300.001	0.282	1.397	1.991	1783021649.308
369	300.000	0.023	300.001	0.104	6.111	1.991	1783021649.530
370	300.000	-0.021	300.002	0.030	4.213	1.991	1783021649.799
371	300.000	-0.060	300.001	0.055	1.360	1.991	1783021650.073
372	300.000	0.016	299.998	0.045	0.769	1.991	1783021650.333
373	300.000	0.001	300.000	0.036	0.679	1.991	1783021650.581
374	300.000	0.015	300.000	0.048	5.842	1.991	1783021650.849
375	300.000	-0.006	299.999	0.086	3.300	1.991	1783021651.105
376	300.000	-0.034	300.002	0.025	0.556	1.991	1783021651.337
377	300.000	-0.028	300.000	0.026	5.247	1.991	1783021651.608
378	300.000	0.010	300.000	0.046	5.922	1.991	1783021651.881
379	300.000	-0.010	300.000	0.165	1.176	1.991	1783021652.128
380	300.000	-0.028	299.999	0.118	2.752	1.991	1783021652.391
381	300.000	-0.002	300.001	0.143	3.995	1.991	1783021652.645
382	300.000	0.035	300.001	0.091	1.724	1.991	1783021652.896
383	300.000	0.066	299.997	0.050	3.113	1.991	1783021653.147
384	300.000	0.029	300.001	0.054	4.318	1.991	1783021653.374
385	300.000	0.005	300.000	0.098	6.129	1.991	1783021653.639
386	300.000	0.072	300.002	0.082	3.640	1.991	1783021653.882
387	300.000	-0.006	299.998	0.088	1.995	1.991	1783021654.150
388	300.000	-0.005	299.996	0.177	0.352	1.991	1783021654.407
389	300.000	-0.029	300.002	0.056	0.768	1.991	1783021654.632
390	300.000	0.024	299.998	0.194	2.014	1.991	1783021654.894
391	300.000	-0.031	300.000	0.090	1.319	1.991	1783021655.129
392	300.000	0.040	300.002	0.157	1.625	1.991	1783021655.401
393	300.000	0.038	299.999	0.099	2.151	1.991	1783021655.628
394	300.000	0.064	300.002	0.029	0.578	1.991	1783021655.888
395	300.000	0.044	299.999	0.072	0.875	1.991	1783021656.147
396	300.000	0.055	299.998	0.020	2.295	1.991	1783021656.389
397	300.000	-0.013	300.002	0.076	2.670	1.991	1783021656.642
398	300.000	0.026	300.006	0.098	0.084	1.991	1783021656.874
399	300.000	-0.040	299.999	0.052	3.381	1.991	1783021657.151
400	300.000	-0.086	299.996	0.086	2.401	1.991	1783021657.387
401	300.000	0.012	300.001	0.183	1.352	1.991	1783021657.635
402	300.000	-0.019	300.000	0.112	0.477	1.991	1783021657.870
403	300.000	-0.064	300.002	0.075	4.921	1.991	1783021658.157
404	300.000	-0.017	300.002	0.085	1.770	1.991	1783021658.386
405	300.000	-0.024	300.002	0.100	3.332	1.991	1783021658.663
