Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
302	300.000	0.005	300.001	1.040	2.907	1.991	1783027908.531
303	300.000	-0.014	300.000	0.376	1.711	1.991	1783027908.773
304	300.000	-0.024	299.998	1.059	0.198	1.991	1783027909.012
305	300.000	-0.051	300.005	0.953	5.945	1.991	1783027909.262
306	300.000	-0.009	299.997	0.620	3.917	1.991	1783027909.526
307	300.000	-0.001	300.001	1.040	2.776	1.991	1783027909.774
308	300.000	0.035	300.000	0.424	1.190	1.991	1783027910.049
309	300.000	-0.039	300.000	1.101	0.214	1.991	1783027910.273
310	300.000	0.063	300.003	0.877	5.529	1.991	1783027910.505
311	300.000	0.003	299.996	0.712	3.718	1.991	1783027910.776
312	300.000	0.010	299.997	0.914	2.791	1.991	1783027911.033
313	300.000	0.029	300.002	0.518	1.339	1.991	1783027911.282
314	300.000	-0.013	300.004	1.041	0.121	1.991	1783027911.522
315	300.000	0.002	300.000	0.776	5.536	1.991	1783027911.786
316	300.000	-0.054	300.000	0.868	3.623	1.991	1783027912.031
317	300.000	0.001	300.000	0.890	2.853	1.991	1783027912.272
318	300.000	-0.019	299.999	0.412	1.166	1.991	1783027912.522
319	300.000	-0.017	300.001	1.148	0.228	1.991	1783027912.772
320	300.000	0.031	299.994	0.832	5.478	1.991	1783027913.035
321	300.000	-0.015	300.000	0.859	3.681	1.991	1783027913.270
322	300.000	0.012	300.007	0.964	2.671	1.991	1783027913.528
323	300.000	0.007	300.000	0.421	0.854	1.991	1783027913.777
324	300.000	-0.049	300.002	1.115	0.116	1.991	1783027914.022
325	300.000	-0.022	299.998	0.833	5.509	1.991	1783027914.273
326	300.000	0.009	300.002	0.794	3.716	1.991	1783027914.503
327	300.000	0.008	299.999	0.961	2.794	1.991	1783027914.774
328	300.000	0.013	299.998	0.532	0.996	1.991	1783027915.021
329	300.000	0.008	300.003	1.171	0.085	1.991	1783027915.285
330	300.000	-0.029	300.000	0.925	5.094	1.991	1783027915.529
331	300.000	-0.003	300.001	0.918	3.527	1.991	1783027915.769
332	300.000	-0.005	300.004	0.823	2.779	1.991	1783027916.021
333	300.000	-0.031	299.998	0.500	0.963	1.991	1783027916.269
334	300.000	0.001	300.003	1.133	0.053	1.991	1783027916.526
335	300.000	0.048	300.004	0.981	5.416	1.991	1783027916.758
336	300.000	0.020	300.001	0.920	3.612	1.991	1783027917.015
337	300.000	0.056	300.000	0.933	2.724	1.991	1783027917.274
338	300.000	0.006	300.001	0.478	0.879	1.991	1783027917.543
339	300.000	0.038	300.000	1.039	0.072	1.991	1783027917.767
340	300.000	-0.024	300.001	0.770	5.292	1.991	1783027918.017
341	300.000	-0.000	300.002	0.804	3.627	1.991	1783027918.270
342	300.000	-0.015	300.004	0.819	2.650	1.991	1783027918.521
343	300.000	0.005	299.995	0.376	0.584	1.991	1783027918.778
344	300.000	-0.008	299.997	1.062	0.013	1.991	1783027918.998
345	300.000	0.067	300.003	0.835	5.297	1.991	1783027919.261
346	300.000	0.037	299.997	0.934	3.338	1.991	1783027919.525
347	300.000	0.019	300.000	0.832	2.601	1.991	1783027919.787
348	300.000	0.043	300.000	0.498	0.541	1.991	1783027920.013
349	300.000	-0.054	300.001	1.167	0.057	1.991	1783027920.256
350	300.000	-0.023	299.997	0.768	5.194	1.991	1783027920.540
351	300.000	0.015	300.000	0.990	3.270	1.991	1783027920.780
352	300.000	0.016	300.002	0.715	2.454	1.991	1783027921.048
353	300.000	0.007	299.998	0.561	0.675	1.991	1783027921.272
354	300.000	-0.020	299.998	1.118	0.110	1.991	1783027921.539
355	300.000	-0.025	300.002	0.720	4.841	1.991	1783027921.794
356	300.000	0.001	300.002	0.949	3.269	1.991	1783027922.050
357	300.000	-0.020	300.000	0.725	2.379	1.991	1783027922.302
358	300.000	0.008	300.003	0.816	0.603	1.991	1783027922.521
359	300.000	-0.011	300.000	1.090	6.136	1.991	1783027922.799
360	300.000	0.014	300.000	0.713	4.953	1.991	1783027923.033
361	300.000	-0.013	300.002	0.933	3.077	1.991	1783027923.300
362	300.000	-0.024	299.999	0.653	2.379	1.991	1783027923.542
363	300.000	-0.033	300.000	0.708	0.351	1.991	1783027923.799
364	300.000	-0.009	299.999	1.047	6.079	1.991	1783027924.057
365	300.000	0.052	300.000	0.641	4.727	1.991	1783027924.291
366	300.000	-0.007	300.001	0.938	3.313	1.991	1783027924.543
