Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
290	100.000	-1.530	100.003	0.000	0.000	0.000	1783093094.839
291	100.000	0.666	99.999	0.000	0.000	0.000	1783093095.023
292	100.000	4.074	100.000	0.000	0.000	0.000	1783093095.165
293	100.000	5.302	100.002	0.000	0.000	0.000	1783093095.350
294	100.000	3.097	100.003	0.000	0.000	0.000	1783093095.534
295	100.000	-1.491	100.000	0.000	0.000	0.000	1783093095.657
296	100.000	-4.399	100.001	0.000	0.000	0.000	1783093095.864
297	100.000	-5.906	100.005	0.000	0.000	0.000	1783093096.044
298	100.000	-3.398	100.005	0.000	0.000	0.000	1783093096.225
299	100.000	0.326	99.999	0.000	0.000	0.000	1783093096.341
300	100.000	1.809	100.004	0.000	0.000	0.000	1783093096.483
301	100.000	4.100	100.003	0.000	0.000	0.000	1783093096.619
302	100.000	5.372	99.999	0.000	0.000	0.000	1783093096.756
303	100.000	4.429	100.001	0.000	0.000	0.000	1783093096.930
304	100.000	0.504	99.999	0.000	0.000	0.000	1783093097.052
305	100.000	-2.813	99.999	0.000	0.000	0.000	1783093097.255
306	100.000	-4.686	100.000	0.000	0.000	0.000	1783093097.442
307	100.000	-3.727	100.007	0.000	0.000	0.000	1783093097.617
308	100.000	-1.612	99.999	0.000	0.000	0.000	1783093097.738
309	100.000	1.370	100.004	0.000	0.000	0.000	1783093097.940
310	100.000	4.747	100.000	0.000	0.000	0.000	1783093098.133
311	100.000	5.215	100.000	0.000	0.000	0.000	1783093098.317
312	100.000	1.947	100.001	0.000	0.000	0.000	1783093098.492
313	100.000	-1.731	100.001	0.000	0.000	0.000	1783093098.613
314	100.000	-3.200	99.999	0.000	0.000	0.000	1783093098.800
315	100.000	-5.221	99.999	0.000	0.000	0.000	1783093099.003
316	100.000	-2.715	100.000	0.000	0.000	0.000	1783093099.180
317	100.000	0.909	99.997	0.000	0.000	0.000	1783093099.297
318	100.000	2.611	100.001	0.000	0.000	0.000	1783093099.501
319	100.000	5.170	99.998	0.000	0.000	0.000	1783093099.690
320	100.000	4.468	100.002	0.000	0.000	0.000	1783093099.867
321	100.000	0.576	100.000	0.000	0.000	0.000	1783093099.985
322	100.000	-2.930	100.002	0.000	0.000	0.000	1783093100.110
323	100.000	-4.740	100.000	0.000	0.000	0.000	1783093100.236
324	100.000	-5.512	99.996	0.000	0.000	0.000	1783093100.376
325	100.000	-4.276	100.000	0.000	0.000	0.000	1783093100.563
326	100.000	-1.563	100.002	0.000	0.000	0.000	1783093100.748
327	100.000	2.434	100.000	0.000	0.000	0.000	1783093100.925
328	100.000	5.408	99.998	0.000	0.000	0.000	1783093101.062
329	100.000	5.030	100.004	0.000	0.000	0.000	1783093101.249
330	100.000	2.390	99.999	0.000	0.000	0.000	1783093101.435
331	100.000	-1.190	99.998	0.000	0.000	0.000	1783093101.612
332	100.000	-4.950	100.000	0.000	0.000	0.000	1783093101.735
333	100.000	-4.784	99.999	0.000	0.000	0.000	1783093101.862
334	100.000	-3.517	99.998	0.000	0.000	0.000	1783093101.985
335	100.000	-1.649	100.001	0.000	0.000	0.000	1783093102.126
336	100.000	1.544	100.004	0.000	0.000	0.000	1783093102.311
337	100.000	4.230	100.003	0.000	0.000	0.000	1783093102.489
338	100.000	5.903	100.000	0.000	0.000	0.000	1783093102.606
339	100.000	4.562	100.000	0.000	0.000	0.000	1783093102.732
340	100.000	2.015	100.004	0.000	0.000	0.000	1783093102.861
341	100.000	-0.943	100.004	0.000	0.000	0.000	1783093103.007
342	100.000	-3.936	100.001	0.000	0.000	0.000	1783093103.174
343	100.000	-3.955	99.998	0.000	0.000	0.000	1783093103.292
344	100.000	-3.966	100.000	0.000	0.000	0.000	1783093103.425
345	100.000	-1.680	99.999	0.000	0.000	0.000	1783093103.551
346	100.000	0.179	100.002	0.000	0.000	0.000	1783093103.675
347	100.000	3.050	100.004	0.000	0.000	0.000	1783093103.879
348	100.000	5.113	99.996	0.000	0.000	0.000	1783093104.062
349	100.000	4.473	99.995	0.000	0.000	0.000	1783093104.241
350	100.000	0.343	100.003	0.000	0.000	0.000	1783093104.383
351	100.000	-1.817	99.999	0.000	0.000	0.000	1783093104.567
352	100.000	-3.791	100.000	0.000	0.000	0.000	1783093104.745
353	100.000	-4.064	100.004	0.000	0.000	0.000	1783093104.863
354	100.000	-1.813	99.999	0.000	0.000	0.000	1783093105.059
355	100.000	0.850	99.998	0.000	0.000	0.000	1783093105.267
356	100.000	3.748	99.998	0.000	0.000	0.000	1783093105.441
357	100.000	4.943	100.004	0.000	0.000	0.000	1783093105.629
